EntrezGeneId	geneSymbol	geneName	diseaseId	diseaseName	score	NumberOfPubmeds	associationType									
4485	MST1	macrophage stimulating 1 (hepatocyte growth factor-like)	umls:C0017636	Glioblastoma	0.002089908	7	Biomarker									
5293	PIK3CD	"phosphatidylinositol-4,5-bisphosphate 3-kinase, catalytic subunit delta"	umls:C1621958	Glioblastoma Multiforme	0.002089908	7	Biomarker									
207	AKT1	v-akt murine thymoma viral oncogene homolog 1	umls:C1621958	Glioblastoma Multiforme	0.002089908	7	Biomarker									
3456	IFNB1	"interferon, beta 1, fibroblast"	umls:C1621958	Glioblastoma Multiforme	0.002089908	7	Biomarker									
146	ADRA1D	adrenoceptor alpha 1D	umls:C1621958	Glioblastoma Multiforme	0.002089908	7	Biomarker									
677775	SCARNA5	small Cajal body-specific RNA 5	umls:C1621958	Glioblastoma Multiforme	0.002089908	7	Biomarker									
3091	HIF1A	"hypoxia inducible factor 1, alpha subunit (basic helix-loop-helix transcription factor)"	umls:C1621958	Glioblastoma Multiforme	0.002089908	7	Biomarker									
3598	IL13RA2	"interleukin 13 receptor, alpha 2"	umls:C1621958	Glioblastoma Multiforme	0.002089908	7	Biomarker									
641648	SNORD87	"small nucleolar RNA, C/D box 87"	umls:C1621958	Glioblastoma Multiforme	0.002089908	7	Biomarker									
3417	IDH1	"isocitrate dehydrogenase 1 (NADP+), soluble"	umls:C1514422	Primary Glioblastoma	0.002089908	7	Biomarker									
2272	FHIT	fragile histidine triad	umls:C0017636	Glioblastoma	0.00179135	6	Biomarker									
5111	PCNA	proliferating cell nuclear antigen	umls:C0017636	Glioblastoma	0.00179135	6	Biomarker									
3918	LAMC2	"laminin, gamma 2"	umls:C0017636	Glioblastoma	0.00179135	6	Biomarker									
7040	TGFB1	"transforming growth factor, beta 1"	umls:C0017636	Glioblastoma	0.00179135	6	Biomarker									
10383	TUBB4B	"tubulin, beta 4B class IVb"	umls:C0017636	Glioblastoma	0.00179135	6	Biomarker									
1881	EBM	"epidermolysis bullosa, macular type"	umls:C0017636	Glioblastoma	0.00179135	6	Biomarker									
6654	SOS1	son of sevenless homolog 1 (Drosophila)	umls:C0017636	Glioblastoma	0.00179135	6	Biomarker									
4760	NEUROD1	neuronal differentiation 1	umls:C0017636	Glioblastoma	0.00179135	6	Biomarker									
857	CAV1	"caveolin 1, caveolae protein, 22kDa"	umls:C0017636	Glioblastoma	0.00179135	6	Biomarker									
1881	EBM	"epidermolysis bullosa, macular type"	umls:C1621958	Glioblastoma Multiforme	0.00179135	6	Biomarker									
4313	MMP2	"matrix metallopeptidase 2 (gelatinase A, 72kDa gelatinase, 72kDa type IV collagenase)"	umls:C1621958	Glioblastoma Multiforme	0.00179135	6	Biomarker									
4193	MDM2	"MDM2 oncogene, E3 ubiquitin protein ligase"	umls:C1621958	Glioblastoma Multiforme	0.00179135	6	Biomarker									
5291	PIK3CB	"phosphatidylinositol-4,5-bisphosphate 3-kinase, catalytic subunit beta"	umls:C1621958	Glioblastoma Multiforme	0.00179135	6	Biomarker									
5294	PIK3CG	"phosphatidylinositol-4,5-bisphosphate 3-kinase, catalytic subunit gamma"	umls:C1621958	Glioblastoma Multiforme	0.00179135	6	Biomarker									
7124	TNF	tumor necrosis factor	umls:C1621958	Glioblastoma Multiforme	0.00179135	6	Biomarker									
7157	TP53	tumor protein p53	umls:C1514422	Primary Glioblastoma	0.00179135	6	Biomarker									
2896	GRN	granulin	umls:C0017636	Glioblastoma	0.001492791	5	Biomarker									
3429	IFI27	"interferon, alpha-inducible protein 27"	umls:C0017636	Glioblastoma	0.001492791	5	Biomarker									
5062	PAK2	p21 protein (Cdc42/Rac)-activated kinase 2	umls:C0017636	Glioblastoma	0.001492791	5	Biomarker									
4586	MUC5AC	"mucin 5AC, oligomeric mucus/gel-forming"	umls:C0017636	Glioblastoma	0.001492791	5	Biomarker									
133	ADM	adrenomedullin	umls:C0017636	Glioblastoma	0.001492791	5	Biomarker									
23158	TBC1D9	"TBC1 domain family, member 9 (with GRAM domain)"	umls:C0017636	Glioblastoma	0.001492791	5	Biomarker									
2956	MSH6	mutS homolog 6	umls:C0017636	Glioblastoma	0.001492791	5	Biomarker									
29107	NXT1	NTF2-like export factor 1	umls:C0017636	Glioblastoma	0.001492791	5	Biomarker									
7294	TXK	TXK tyrosine kinase	umls:C0017636	Glioblastoma	0.001492791	5	Biomarker									
10573	MRPL28	mitochondrial ribosomal protein L28	umls:C0017636	Glioblastoma	0.001492791	5	Biomarker									
6696	SPP1	secreted phosphoprotein 1	umls:C0017636	Glioblastoma	0.001492791	5	Biomarker									
51750	RTEL1	regulator of telomere elongation helicase 1	umls:C0017636	Glioblastoma	0.001492791	5	Biomarker									
3678	ITGA5	"integrin, alpha 5 (fibronectin receptor, alpha polypeptide)"	umls:C0017636	Glioblastoma	0.001492791	5	Biomarker									
84260	TCHP	"trichoplein, keratin filament binding"	umls:C0017636	Glioblastoma	0.001492791	5	Biomarker									
8720	MBTPS1	"membrane-bound transcription factor peptidase, site 1"	umls:C0017636	Glioblastoma	0.001492791	5	Biomarker									
3815	KIT	v-kit Hardy-Zuckerman 4 feline sarcoma viral oncogene homolog	umls:C0017636	Glioblastoma	0.001492791	5	Biomarker									
353376	TICAM2	toll-like receptor adaptor molecule 2	umls:C0017636	Glioblastoma	0.001492791	5	Biomarker									
10855	HPSE	heparanase	umls:C0017636	Glioblastoma	0.001492791	5	Biomarker									
7076	TIMP1	TIMP metallopeptidase inhibitor 1	umls:C0017636	Glioblastoma	0.001492791	5	Biomarker									
3439	IFNA1	"interferon, alpha 1"	umls:C0017636	Glioblastoma	0.001492791	5	Biomarker									
100302736	TMED7-TICAM2	TMED7-TICAM2 readthrough	umls:C0017636	Glioblastoma	0.001492791	5	Biomarker									
5715	PSMD9	"proteasome (prosome, macropain) 26S subunit, non-ATPase, 9"	umls:C0017636	Glioblastoma	0.001492791	5	Biomarker									
5155	PDGFB	platelet-derived growth factor beta polypeptide	umls:C0017636	Glioblastoma	0.001492791	5	Biomarker									
7077	TIMP2	TIMP metallopeptidase inhibitor 2	umls:C0017636	Glioblastoma	0.001492791	5	Biomarker									
51014	TMED7	transmembrane emp24 protein transport domain containing 7	umls:C0017636	Glioblastoma	0.001492791	5	Biomarker									
3126	HLA-DRB4	"major histocompatibility complex, class II, DR beta 4"	umls:C0017636	Glioblastoma	0.001492791	5	Biomarker									
673	BRAF	v-raf murine sarcoma viral oncogene homolog B	umls:C0017636	Glioblastoma	0.001492791	5	Biomarker									
7078	TIMP3	TIMP metallopeptidase inhibitor 3	umls:C0017636	Glioblastoma	0.001492791	5	Biomarker									
10534	SSSCA1	Sjogren syndrome/scleroderma autoantigen 1	umls:C0017636	Glioblastoma	0.001492791	5	Biomarker									
10671	DCTN6	dynactin 6	umls:C0017636	Glioblastoma	0.001492791	5	Biomarker									
3447	IFNA13	"interferon, alpha 13"	umls:C0017636	Glioblastoma	0.001492791	5	Biomarker									
4437	MSH3	mutS homolog 3	umls:C0017636	Glioblastoma	0.001492791	5	Biomarker									
2670	GFAP	glial fibrillary acidic protein	umls:C1621958	Glioblastoma Multiforme	0.001492791	5	Biomarker									
4586	MUC5AC	"mucin 5AC, oligomeric mucus/gel-forming"	umls:C1621958	Glioblastoma Multiforme	0.001492791	5	Biomarker									
2335	FN1	fibronectin 1	umls:C1621958	Glioblastoma Multiforme	0.001492791	5	Biomarker									
1019	CDK4	cyclin-dependent kinase 4	umls:C1621958	Glioblastoma Multiforme	0.001492791	5	Biomarker									
10923	SUB1	SUB1 homolog (S. cerevisiae)	umls:C1621958	Glioblastoma Multiforme	0.001492791	5	Biomarker									
6657	SOX2	SRY (sex determining region Y)-box 2	umls:C1621958	Glioblastoma Multiforme	0.001492791	5	Biomarker									
10855	HPSE	heparanase	umls:C1621958	Glioblastoma Multiforme	0.001492791	5	Biomarker									
2146	EZH2	enhancer of zeste homolog 2 (Drosophila)	umls:C1621958	Glioblastoma Multiforme	0.001492791	5	Biomarker									
3791	KDR	kinase insert domain receptor (a type III receptor tyrosine kinase)	umls:C1621958	Glioblastoma Multiforme	0.001492791	5	Biomarker									
7157	TP53	tumor protein p53	umls:C0334588	Giant Cell Glioblastoma	0.001194233	4	Biomarker									
7057	THBS1	thrombospondin 1	umls:C0017636	Glioblastoma	0.001194233	4	Biomarker									
728239	MAGED4	"melanoma antigen family D, 4"	umls:C0017636	Glioblastoma	0.001194233	4	Biomarker									
1490	CTGF	connective tissue growth factor	umls:C0017636	Glioblastoma	0.001194233	4	Biomarker									
7161	TP73	tumor protein p73	umls:C0017636	Glioblastoma	0.001194233	4	Biomarker									
285	ANGPT2	angiopoietin 2	umls:C0017636	Glioblastoma	0.001194233	4	Biomarker									
2691	GHRH	growth hormone releasing hormone	umls:C0017636	Glioblastoma	0.001194233	4	Biomarker									
2247	FGF2	fibroblast growth factor 2 (basic)	umls:C0017636	Glioblastoma	0.001194233	4	Biomarker									
310	ANXA7	annexin A7	umls:C0017636	Glioblastoma	0.001194233	4	Biomarker									
3981	LIG4	"ligase IV, DNA, ATP-dependent"	umls:C0017636	Glioblastoma	0.001194233	4	Biomarker									
4684	NCAM1	neural cell adhesion molecule 1	umls:C0017636	Glioblastoma	0.001194233	4	Biomarker									
80781	COL18A1	"collagen, type XVIII, alpha 1"	umls:C0017636	Glioblastoma	0.001194233	4	Biomarker									
7980	TFPI2	tissue factor pathway inhibitor 2	umls:C0017636	Glioblastoma	0.001194233	4	Biomarker									
5080	PAX6	paired box 6	umls:C0017636	Glioblastoma	0.001194233	4	Biomarker									
7001	PRDX2	peroxiredoxin 2	umls:C0017636	Glioblastoma	0.001194233	4	Biomarker									
2048	EPHB2	EPH receptor B2	umls:C0017636	Glioblastoma	0.001194233	4	Biomarker									
2146	EZH2	enhancer of zeste homolog 2 (Drosophila)	umls:C0017636	Glioblastoma	0.001194233	4	Biomarker									
2056	EPO	erythropoietin	umls:C0017636	Glioblastoma	0.001194233	4	Biomarker									
1154	CISH	cytokine inducible SH2-containing protein	umls:C0017636	Glioblastoma	0.001194233	4	Biomarker									
3611	ILK	integrin-linked kinase	umls:C0017636	Glioblastoma	0.001194233	4	Biomarker									
3476	IGBP1	immunoglobulin (CD79A) binding protein 1	umls:C0017636	Glioblastoma	0.001194233	4	Biomarker									
81557	MAGED4B	"melanoma antigen family D, 4B"	umls:C0017636	Glioblastoma	0.001194233	4	Biomarker									
142	PARP1	poly (ADP-ribose) polymerase 1	umls:C0017636	Glioblastoma	0.001194233	4	Biomarker									
2152	F3	"coagulation factor III (thromboplastin, tissue factor)"	umls:C0017636	Glioblastoma	0.001194233	4	Biomarker									
27319	BHLHE22	"basic helix-loop-helix family, member e22"	umls:C0017636	Glioblastoma	0.001194233	4	Biomarker									
6598	SMARCB1	"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1"	umls:C0017636	Glioblastoma	0.001194233	4	Biomarker									
6559	SLC12A3	"solute carrier family 12 (sodium/chloride transporter), member 3"	umls:C0017636	Glioblastoma	0.001194233	4	Biomarker									
4292	MLH1	mutL homolog 1	umls:C0017636	Glioblastoma	0.001194233	4	Biomarker									
9118	INA	"internexin neuronal intermediate filament protein, alpha"	umls:C0017636	Glioblastoma	0.001194233	4	Biomarker									
406991	MIR21	microRNA 21	umls:C1621958	Glioblastoma Multiforme	0.001194233	4	Biomarker									
145258	GSC	goosecoid homeobox	umls:C1621958	Glioblastoma Multiforme	0.001194233	4	Biomarker									
29107	NXT1	NTF2-like export factor 1	umls:C1621958	Glioblastoma Multiforme	0.001194233	4	Biomarker									
6387	CXCL12	chemokine (C-X-C motif) ligand 12	umls:C1621958	Glioblastoma Multiforme	0.001194233	4	Biomarker									
1316	KLF6	Kruppel-like factor 6	umls:C1621958	Glioblastoma Multiforme	0.001194233	4	Biomarker									
10573	MRPL28	mitochondrial ribosomal protein L28	umls:C1621958	Glioblastoma Multiforme	0.001194233	4	Biomarker									
5156	PDGFRA	"platelet-derived growth factor receptor, alpha polypeptide"	umls:C1621958	Glioblastoma Multiforme	0.001194233	4	Biomarker									
7145	TNS1	tensin 1	umls:C1621958	Glioblastoma Multiforme	0.001194233	4	Biomarker									
2475	MTOR	mechanistic target of rapamycin (serine/threonine kinase)	umls:C1621958	Glioblastoma Multiforme	0.001194233	4	Biomarker									
3569	IL6	"interleukin 6 (interferon, beta 2)"	umls:C1621958	Glioblastoma Multiforme	0.001194233	4	Biomarker									
3479	IGF1	insulin-like growth factor 1 (somatomedin C)	umls:C1621958	Glioblastoma Multiforme	0.001194233	4	Biomarker									
1022	CDK7	cyclin-dependent kinase 7	umls:C1621958	Glioblastoma Multiforme	0.001194233	4	Biomarker									
836	CASP3	"caspase 3, apoptosis-related cysteine peptidase"	umls:C1621958	Glioblastoma Multiforme	0.001194233	4	Biomarker									
4858	NOVA2	neuro-oncological ventral antigen 2	umls:C1621958	Glioblastoma Multiforme	0.001194233	4	Biomarker									
7040	TGFB1	"transforming growth factor, beta 1"	umls:C1621958	Glioblastoma Multiforme	0.001194233	4	Biomarker									
3476	IGBP1	immunoglobulin (CD79A) binding protein 1	umls:C1621958	Glioblastoma Multiforme	0.001194233	4	Biomarker									
1029	CDKN2A	cyclin-dependent kinase inhibitor 2A	umls:C1519214	Secondary Glioblastoma	0.000895675	3	Biomarker									
3418	IDH2	"isocitrate dehydrogenase 2 (NADP+), mitochondrial"	umls:C1519214	Secondary Glioblastoma	0.000895675	3	Biomarker									
5728	PTEN	phosphatase and tensin homolog	umls:C1519214	Secondary Glioblastoma	0.000895675	3	Biomarker									
25897	RNF19A	"ring finger protein 19A, RBR E3 ubiquitin protein ligase"	umls:C0017636	Glioblastoma	0.000895675	3	Biomarker									
4312	MMP1	matrix metallopeptidase 1 (interstitial collagenase)	umls:C0017636	Glioblastoma	0.000895675	3	Biomarker									
8714	ABCC3	"ATP-binding cassette, sub-family C (CFTR/MRP), member 3"	umls:C0017636	Glioblastoma	0.000895675	3	Biomarker									
6280	S100A9	S100 calcium binding protein A9	umls:C0017636	Glioblastoma	0.000895675	3	Biomarker									
9429	ABCG2	"ATP-binding cassette, sub-family G (WHITE), member 2"	umls:C0017636	Glioblastoma	0.000895675	3	Biomarker									
27352	SGSM3	small G protein signaling modulator 3	umls:C0017636	Glioblastoma	0.000895675	3	Biomarker									
3725	JUN	jun proto-oncogene	umls:C0017636	Glioblastoma	0.000895675	3	Biomarker									
8742	TNFSF12	"tumor necrosis factor (ligand) superfamily, member 12"	umls:C0017636	Glioblastoma	0.000895675	3	Biomarker									
5371	PML	promyelocytic leukemia	umls:C0017636	Glioblastoma	0.000895675	3	Biomarker									
2263	FGFR2	fibroblast growth factor receptor 2	umls:C0017636	Glioblastoma	0.000895675	3	Biomarker									
5395	PMS2	PMS2 postmeiotic segregation increased 2 (S. cerevisiae)	umls:C0017636	Glioblastoma	0.000895675	3	Biomarker									
6298	SAI1	suppression of anchorage independence 1	umls:C0017636	Glioblastoma	0.000895675	3	Biomarker									
57103	C12orf5	chromosome 12 open reading frame 5	umls:C0017636	Glioblastoma	0.000895675	3	Biomarker									
1432	MAPK14	mitogen-activated protein kinase 14	umls:C0017636	Glioblastoma	0.000895675	3	Biomarker									
407977	TNFSF12-TNFSF13	TNFSF12-TNFSF13 readthrough	umls:C0017636	Glioblastoma	0.000895675	3	Biomarker									
6667	SP1	Sp1 transcription factor	umls:C0017636	Glioblastoma	0.000895675	3	Biomarker									
1630	DCC	deleted in colorectal carcinoma	umls:C0017636	Glioblastoma	0.000895675	3	Biomarker									
4683	NBN	nibrin	umls:C0017636	Glioblastoma	0.000895675	3	Biomarker									
1869	E2F1	E2F transcription factor 1	umls:C0017636	Glioblastoma	0.000895675	3	Biomarker									
3135	HLA-G	"major histocompatibility complex, class I, G"	umls:C0017636	Glioblastoma	0.000895675	3	Biomarker									
26073	POLDIP2	"polymerase (DNA-directed), delta interacting protein 2"	umls:C0017636	Glioblastoma	0.000895675	3	Biomarker									
10460	TACC3	"transforming, acidic coiled-coil containing protein 3"	umls:C0017636	Glioblastoma	0.000895675	3	Biomarker									
10630	PDPN	podoplanin	umls:C0017636	Glioblastoma	0.000895675	3	Biomarker									
5347	PLK1	polo-like kinase 1	umls:C0017636	Glioblastoma	0.000895675	3	Biomarker									
83478	ARHGAP24	Rho GTPase activating protein 24	umls:C0017636	Glioblastoma	0.000895675	3	Biomarker									
6513	SLC2A1	"solute carrier family 2 (facilitated glucose transporter), member 1"	umls:C0017636	Glioblastoma	0.000895675	3	Biomarker									
11197	WIF1	WNT inhibitory factor 1	umls:C0017636	Glioblastoma	0.000895675	3	Biomarker									
9211	LGI1	"leucine-rich, glioma inactivated 1"	umls:C0017636	Glioblastoma	0.000895675	3	Biomarker									
5008	OSM	oncostatin M	umls:C0017636	Glioblastoma	0.000895675	3	Biomarker									
1674	DES	desmin	umls:C0017636	Glioblastoma	0.000895675	3	Biomarker									
1285	COL4A3	"collagen, type IV, alpha 3 (Goodpasture antigen)"	umls:C0017636	Glioblastoma	0.000895675	3	Biomarker									
4397	MS	multiple sclerosis	umls:C0017636	Glioblastoma	0.000895675	3	Biomarker									
7965	AIMP2	aminoacyl tRNA synthetase complex-interacting multifunctional protein 2	umls:C0017636	Glioblastoma	0.000895675	3	Biomarker									
3099	HK2	hexokinase 2	umls:C0017636	Glioblastoma	0.000895675	3	Biomarker									
9402	GRAP2	GRB2-related adaptor protein 2	umls:C0017636	Glioblastoma	0.000895675	3	Biomarker									
3630	INS	insulin	umls:C0017636	Glioblastoma	0.000895675	3	Biomarker									
3309	HSPA5	"heat shock 70kDa protein 5 (glucose-regulated protein, 78kDa)"	umls:C0017636	Glioblastoma	0.000895675	3	Biomarker									
1666	DECR1	"2,4-dienoyl CoA reductase 1, mitochondrial"	umls:C0017636	Glioblastoma	0.000895675	3	Biomarker									
6777	STAT5B	signal transducer and activator of transcription 5B	umls:C0017636	Glioblastoma	0.000895675	3	Biomarker									
55655	NLRP2	"NLR family, pyrin domain containing 2"	umls:C0017636	Glioblastoma	0.000895675	3	Biomarker									
5653	KLK6	kallikrein-related peptidase 6	umls:C0017636	Glioblastoma	0.000895675	3	Biomarker									
1934	EEF1B2P2	eukaryotic translation elongation factor 1 beta 2 pseudogene 2	umls:C0017636	Glioblastoma	0.000895675	3	Biomarker									
780	DDR1	discoidin domain receptor tyrosine kinase 1	umls:C0017636	Glioblastoma	0.000895675	3	Biomarker									
4295	MLN	motilin	umls:C0017636	Glioblastoma	0.000895675	3	Biomarker									
7039	TGFA	"transforming growth factor, alpha"	umls:C0017636	Glioblastoma	0.000895675	3	Biomarker									
6647	SOD1	"superoxide dismutase 1, soluble"	umls:C0017636	Glioblastoma	0.000895675	3	Biomarker									
2246	FGF1	fibroblast growth factor 1 (acidic)	umls:C0017636	Glioblastoma	0.000895675	3	Biomarker									
137196	CCDC26	coiled-coil domain containing 26	umls:C0017636	Glioblastoma	0.000895675	3	Biomarker									
10519	CIB1	calcium and integrin binding 1 (calmyrin)	umls:C0017636	Glioblastoma	0.000895675	3	Biomarker									
1022	CDK7	cyclin-dependent kinase 7	umls:C0017636	Glioblastoma	0.000895675	3	Biomarker									
54997	TESC	tescalcin	umls:C0017636	Glioblastoma	0.000895675	3	Biomarker									
22914	KLRK1	"killer cell lectin-like receptor subfamily K, member 1"	umls:C0017636	Glioblastoma	0.000895675	3	Biomarker									
10598	AHSA1	"AHA1, activator of heat shock 90kDa protein ATPase homolog 1 (yeast)"	umls:C0017636	Glioblastoma	0.000895675	3	Biomarker									
3481	IGF2	insulin-like growth factor 2 (somatomedin A)	umls:C0017636	Glioblastoma	0.000895675	3	Biomarker									
55966	AJAP1	adherens junctions associated protein 1	umls:C0017636	Glioblastoma	0.000895675	3	Biomarker									
2261	FGFR3	fibroblast growth factor receptor 3	umls:C0017636	Glioblastoma	0.000895675	3	Biomarker									
29126	CD274	CD274 molecule	umls:C0017636	Glioblastoma	0.000895675	3	Biomarker									
100528032	KLRC4-KLRK1	KLRC4-KLRK1 readthrough	umls:C0017636	Glioblastoma	0.000895675	3	Biomarker									
6776	STAT5A	signal transducer and activator of transcription 5A	umls:C0017636	Glioblastoma	0.000895675	3	Biomarker									
3981	LIG4	"ligase IV, DNA, ATP-dependent"	umls:C1621958	Glioblastoma Multiforme	0.000895675	3	Biomarker									
3558	IL2	interleukin 2	umls:C1621958	Glioblastoma Multiforme	0.000895675	3	Biomarker									
3485	IGFBP2	"insulin-like growth factor binding protein 2, 36kDa"	umls:C1621958	Glioblastoma Multiforme	0.000895675	3	Biomarker									
3371	TNC	tenascin C	umls:C1621958	Glioblastoma Multiforme	0.000895675	3	Biomarker									
4350	MPG	N-methylpurine-DNA glycosylase	umls:C1621958	Glioblastoma Multiforme	0.000895675	3	Biomarker									
7248	TSC1	tuberous sclerosis 1	umls:C1621958	Glioblastoma Multiforme	0.000895675	3	Biomarker									
3082	HGF	hepatocyte growth factor (hepapoietin A; scatter factor)	umls:C1621958	Glioblastoma Multiforme	0.000895675	3	Biomarker									
1755	DMBT1	deleted in malignant brain tumors 1	umls:C1621958	Glioblastoma Multiforme	0.000895675	3	Biomarker									
6048	RNF5	"ring finger protein 5, E3 ubiquitin protein ligase"	umls:C1621958	Glioblastoma Multiforme	0.000895675	3	Biomarker									
673	BRAF	v-raf murine sarcoma viral oncogene homolog B	umls:C1621958	Glioblastoma Multiforme	0.000895675	3	Biomarker									
5347	PLK1	polo-like kinase 1	umls:C1621958	Glioblastoma Multiforme	0.000895675	3	Biomarker									
3146	HMGB1	high mobility group box 1	umls:C1621958	Glioblastoma Multiforme	0.000895675	3	Biomarker									
4194	MDM4	Mdm4 p53 binding protein homolog (mouse)	umls:C1621958	Glioblastoma Multiforme	0.000895675	3	Biomarker									
8731	RNMT	RNA (guanine-7-) methyltransferase	umls:C1621958	Glioblastoma Multiforme	0.000895675	3	Biomarker									
1869	E2F1	E2F transcription factor 1	umls:C1621958	Glioblastoma Multiforme	0.000895675	3	Biomarker									
7015	TERT	telomerase reverse transcriptase	umls:C1621958	Glioblastoma Multiforme	0.000895675	3	Biomarker									
472	ATM	ataxia telangiectasia mutated	umls:C1621958	Glioblastoma Multiforme	0.000895675	3	Biomarker									
3566	IL4R	interleukin 4 receptor	umls:C1621958	Glioblastoma Multiforme	0.000895675	3	Biomarker									
1464	CSPG4	chondroitin sulfate proteoglycan 4	umls:C1621958	Glioblastoma Multiforme	0.000895675	3	Biomarker									
2322	FLT3	fms-related tyrosine kinase 3	umls:C1621958	Glioblastoma Multiforme	0.000895675	3	Biomarker									
596	BCL2	B-cell CLL/lymphoma 2	umls:C1621958	Glioblastoma Multiforme	0.000895675	3	Biomarker									
4763	NF1	neurofibromin 1	umls:C1621958	Glioblastoma Multiforme	0.000895675	3	Biomarker									
1021	CDK6	cyclin-dependent kinase 6	umls:C1621958	Glioblastoma Multiforme	0.000895675	3	Biomarker									
1154	CISH	cytokine inducible SH2-containing protein	umls:C1621958	Glioblastoma Multiforme	0.000895675	3	Biomarker									
1285	COL4A3	"collagen, type IV, alpha 3 (Goodpasture antigen)"	umls:C1621958	Glioblastoma Multiforme	0.000895675	3	Biomarker									
4790	NFKB1	nuclear factor of kappa light polypeptide gene enhancer in B-cells 1	umls:C1621958	Glioblastoma Multiforme	0.000895675	3	Biomarker									
27165	GLS2	"glutaminase 2 (liver, mitochondrial)"	umls:C1621958	Glioblastoma Multiforme	0.000895675	3	Biomarker									
29126	CD274	CD274 molecule	umls:C1621958	Glioblastoma Multiforme	0.000895675	3	Biomarker									
112476	PRRT2	proline-rich transmembrane protein 2	umls:C1621958	Glioblastoma Multiforme	0.000895675	3	Biomarker									
1594	CYP27B1	"cytochrome P450, family 27, subfamily B, polypeptide 1"	umls:C1621958	Glioblastoma Multiforme	0.000895675	3	Biomarker									
4233	MET	met proto-oncogene	umls:C1621958	Glioblastoma Multiforme	0.000895675	3	Biomarker									
9833	MELK	maternal embryonic leucine zipper kinase	umls:C1621958	Glioblastoma Multiforme	0.000895675	3	Biomarker									
55764	IFT122	intraflagellar transport 122 homolog (Chlamydomonas)	umls:C1621958	Glioblastoma Multiforme	0.000895675	3	Biomarker									
8061	FOSL1	FOS-like antigen 1	umls:C1621958	Glioblastoma Multiforme	0.000895675	3	Biomarker									
3126	HLA-DRB4	"major histocompatibility complex, class II, DR beta 4"	umls:C1621958	Glioblastoma Multiforme	0.000895675	3	Biomarker									
3630	INS	insulin	umls:C1621958	Glioblastoma Multiforme	0.000895675	3	Biomarker									
79811	SLTM	"SAFB-like, transcription modulator"	umls:C1621958	Glioblastoma Multiforme	0.000895675	3	Biomarker									
1116	CHI3L1	chitinase 3-like 1 (cartilage glycoprotein-39)	umls:C1621958	Glioblastoma Multiforme	0.000895675	3	Biomarker									
11122	PTPRT	"protein tyrosine phosphatase, receptor type, T"	umls:C1621958	Glioblastoma Multiforme	0.000895675	3	Biomarker									
3725	JUN	jun proto-oncogene	umls:C1621958	Glioblastoma Multiforme	0.000895675	3	Biomarker									
50818	DYT10	dystonia 10	umls:C1621958	Glioblastoma Multiforme	0.000895675	3	Biomarker									
3418	IDH2	"isocitrate dehydrogenase 2 (NADP+), mitochondrial"	umls:C1621958	Glioblastoma Multiforme	0.000895675	3	Biomarker									
7042	TGFB2	"transforming growth factor, beta 2"	umls:C1621958	Glioblastoma Multiforme	0.000895675	3	Biomarker									
841	CASP8	"caspase 8, apoptosis-related cysteine peptidase"	umls:C1621958	Glioblastoma Multiforme	0.000895675	3	Biomarker									
2956	MSH6	mutS homolog 6	umls:C1621958	Glioblastoma Multiforme	0.000895675	3	Biomarker									
4255	MGMT	O-6-methylguanine-DNA methyltransferase	umls:C1514422	Primary Glioblastoma	0.000895675	3	Biomarker									
1956	EGFR	epidermal growth factor receptor	umls:C1519214	Secondary Glioblastoma	0.000597117	2	Biomarker									
1956	EGFR	epidermal growth factor receptor	umls:C0278878	Adult Glioblastoma	0.000597117	2	Biomarker									
1493	CTLA4	cytotoxic T-lymphocyte-associated protein 4	umls:C0017636	Glioblastoma	0.000597117	2	Biomarker									
3205	HOXA9	homeobox A9	umls:C0017636	Glioblastoma	0.000597117	2	Biomarker									
3559	IL2RA	"interleukin 2 receptor, alpha"	umls:C0017636	Glioblastoma	0.000597117	2	Biomarker									
56259	CTNNBL1	"catenin, beta like 1"	umls:C0017636	Glioblastoma	0.000597117	2	Biomarker									
4192	MDK	midkine (neurite growth-promoting factor 2)	umls:C0017636	Glioblastoma	0.000597117	2	Biomarker									
5270	SERPINE2	"serpin peptidase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 2"	umls:C0017636	Glioblastoma	0.000597117	2	Biomarker									
6490	PMEL	premelanosome protein	umls:C0017636	Glioblastoma	0.000597117	2	Biomarker									
41	ASIC1	acid-sensing (proton-gated) ion channel 1	umls:C0017636	Glioblastoma	0.000597117	2	Biomarker									
9056	SLC7A7	"solute carrier family 7 (amino acid transporter light chain, y+L system), member 7"	umls:C0017636	Glioblastoma	0.000597117	2	Biomarker									
4513	COX2	cytochrome c oxidase subunit II	umls:C0017636	Glioblastoma	0.000597117	2	Biomarker									
27250	PDCD4	programmed cell death 4 (neoplastic transformation inhibitor)	umls:C0017636	Glioblastoma	0.000597117	2	Biomarker									
7079	TIMP4	TIMP metallopeptidase inhibitor 4	umls:C0017636	Glioblastoma	0.000597117	2	Biomarker									
10446	LRRN2	leucine rich repeat neuronal 2	umls:C0017636	Glioblastoma	0.000597117	2	Biomarker									
7374	UNG	uracil-DNA glycosylase	umls:C0017636	Glioblastoma	0.000597117	2	Biomarker									
6367	CCL22	chemokine (C-C motif) ligand 22	umls:C0017636	Glioblastoma	0.000597117	2	Biomarker									
